produto,classificao_produto,id_produto,nom_municipio,cod_ibge,uf,regiao,ano,mes,data_inicial_final_semana,semana,dsc_nivel_comercializacao,valor_produto_kg,data_inicial,data_final
AZIMUT                   ,AZOXISTROBINA+TEBUCO,11540,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,21-07-2025 - 25-07-2025,4,PREÇO PAGO PELO PROD,66.08,2025-07-21,2025-07-25
AZIMUT                   ,AZOXISTROBINA+TEBUCO,11540,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,28-07-2025 - 01-08-2025,5,PREÇO PAGO PELO PROD,66.08,2025-07-28,2025-08-01
AZIMUT                   ,AZOXISTROBINA+TEBUCO,11540,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,03-11-2025 - 07-11-2025,1,PREÇO PAGO PELO PROD,66.08,2025-11-03,2025-11-07
AZIMUT                   ,AZOXISTROBINA+TEBUCO,11540,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,10-11-2025 - 14-11-2025,2,PREÇO PAGO PELO PROD,66.08,2025-11-10,2025-11-14
AZIMUT                   ,AZOXISTROBINA+TEBUCO,11540,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,17-11-2025 - 21-11-2025,3,PREÇO PAGO PELO PROD,66.08,2025-11-17,2025-11-21
AZIMUT                   ,AZOXISTROBINA+TEBUCO,11540,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,24-11-2025 - 28-11-2025,4,PREÇO PAGO PELO PROD,66.08,2025-11-24,2025-11-28
BATATA                   ,INGLESA             ,5520,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,3,03-03-2025 - 07-03-2025,1,PREÇO RECEBIDO P/ PR,2.4,2025-03-03,2025-03-07
BATATA                   ,INGLESA             ,5520,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,3,24-03-2025 - 28-03-2025,4,PREÇO RECEBIDO P/ PR,2.8,2025-03-24,2025-03-28
BATATA                   ,INGLESA             ,5520,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,3,17-03-2025 - 21-03-2025,3,PREÇO RECEBIDO P/ PR,2.8,2025-03-17,2025-03-21
BATATA                   ,INGLESA             ,5520,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,3,10-03-2025 - 14-03-2025,2,PREÇO RECEBIDO P/ PR,3.0,2025-03-10,2025-03-14
BATATA                   ,INGLESA             ,5520,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,4,14-04-2025 - 18-04-2025,3,PREÇO RECEBIDO P/ PR,2.4,2025-04-14,2025-04-18
BATATA                   ,INGLESA             ,5520,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,4,07-04-2025 - 11-04-2025,2,PREÇO RECEBIDO P/ PR,2.4,2025-04-07,2025-04-11
BATATA                   ,INGLESA             ,5520,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,4,31-03-2025 - 04-04-2025,1,PREÇO RECEBIDO P/ PR,2.8,2025-03-31,2025-04-04
BATATA                   ,INGLESA             ,5520,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,4,28-04-2025 - 02-05-2025,5,PREÇO RECEBIDO P/ PR,3.6,2025-04-28,2025-05-02
BATATA                   ,INGLESA             ,5520,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,4,21-04-2025 - 25-04-2025,4,PREÇO RECEBIDO P/ PR,3.2,2025-04-21,2025-04-25
BATATA                   ,INGLESA             ,5520,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,5,19-05-2025 - 23-05-2025,3,PREÇO RECEBIDO P/ PR,3.2,2025-05-19,2025-05-23
BATATA                   ,INGLESA             ,5520,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,5,05-05-2025 - 09-05-2025,1,PREÇO RECEBIDO P/ PR,4.0,2025-05-05,2025-05-09
BATATA                   ,INGLESA             ,5520,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,5,26-05-2025 - 30-05-2025,4,PREÇO RECEBIDO P/ PR,3.0,2025-05-26,2025-05-30
BATATA                   ,INGLESA             ,5520,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,5,12-05-2025 - 16-05-2025,2,PREÇO RECEBIDO P/ PR,3.0,2025-05-12,2025-05-16
BATATA                   ,INGLESA             ,5520,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,6,23-06-2025 - 27-06-2025,4,PREÇO RECEBIDO P/ PR,3.6,2025-06-23,2025-06-27
BATATA                   ,INGLESA             ,5520,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,6,16-06-2025 - 20-06-2025,3,PREÇO RECEBIDO P/ PR,3.6,2025-06-16,2025-06-20
BATATA                   ,INGLESA             ,5520,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,6,02-06-2025 - 06-06-2025,1,PREÇO RECEBIDO P/ PR,3.2,2025-06-02,2025-06-06
BATATA                   ,INGLESA             ,5520,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,6,09-06-2025 - 13-06-2025,2,PREÇO RECEBIDO P/ PR,3.6,2025-06-09,2025-06-13
BATATA                   ,INGLESA             ,5520,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,21-07-2025 - 25-07-2025,4,PREÇO RECEBIDO P/ PR,3.2,2025-07-21,2025-07-25
BATATA                   ,INGLESA             ,5520,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,07-07-2025 - 11-07-2025,2,PREÇO RECEBIDO P/ PR,2.8,2025-07-07,2025-07-11
BATATA                   ,INGLESA             ,5520,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,14-07-2025 - 18-07-2025,3,PREÇO RECEBIDO P/ PR,2.4,2025-07-14,2025-07-18
BATATA                   ,INGLESA             ,5520,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,30-06-2025 - 04-07-2025,1,PREÇO RECEBIDO P/ PR,2.4,2025-06-30,2025-07-04
BATATA                   ,INGLESA             ,5520,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,28-07-2025 - 01-08-2025,5,PREÇO RECEBIDO P/ PR,2.0,2025-07-28,2025-08-01
BATATA                   ,INGLESA             ,5520,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,8,18-08-2025 - 22-08-2025,3,PREÇO RECEBIDO P/ PR,4.0,2025-08-18,2025-08-22
BATATA                   ,INGLESA             ,5520,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,8,11-08-2025 - 15-08-2025,2,PREÇO RECEBIDO P/ PR,4.0,2025-08-11,2025-08-15
BATATA                   ,INGLESA             ,5520,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,8,25-08-2025 - 29-08-2025,4,PREÇO RECEBIDO P/ PR,2.0,2025-08-25,2025-08-29
BATATA                   ,INGLESA             ,5520,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,8,04-08-2025 - 08-08-2025,1,PREÇO RECEBIDO P/ PR,2.0,2025-08-04,2025-08-08
BATATA                   ,INGLESA             ,5520,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,9,01-09-2025 - 05-09-2025,1,PREÇO RECEBIDO P/ PR,2.4,2025-09-01,2025-09-05
BATATA                   ,INGLESA             ,5520,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,9,22-09-2025 - 26-09-2025,4,PREÇO RECEBIDO P/ PR,2.0,2025-09-22,2025-09-26
BATATA                   ,INGLESA             ,5520,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,9,15-09-2025 - 19-09-2025,3,PREÇO RECEBIDO P/ PR,2.0,2025-09-15,2025-09-19
BATATA                   ,INGLESA             ,5520,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,9,08-09-2025 - 12-09-2025,2,PREÇO RECEBIDO P/ PR,2.4,2025-09-08,2025-09-12
BATATA                   ,INGLESA             ,5520,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,10,20-10-2025 - 24-10-2025,4,PREÇO RECEBIDO P/ PR,3.0,2025-10-20,2025-10-24
BATATA                   ,INGLESA             ,5520,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,10,29-09-2025 - 03-10-2025,1,PREÇO RECEBIDO P/ PR,2.4,2025-09-29,2025-10-03
BATATA                   ,INGLESA             ,5520,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,10,06-10-2025 - 10-10-2025,2,PREÇO RECEBIDO P/ PR,2.0,2025-10-06,2025-10-10
BATATA                   ,INGLESA             ,5520,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,10,13-10-2025 - 17-10-2025,3,PREÇO RECEBIDO P/ PR,2.4,2025-10-13,2025-10-17
BATATA                   ,INGLESA             ,5520,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,10,27-10-2025 - 31-10-2025,5,PREÇO RECEBIDO P/ PR,2.4,2025-10-27,2025-10-31
BATATA                   ,INGLESA             ,5520,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,24-11-2025 - 28-11-2025,4,PREÇO RECEBIDO P/ PR,2.8,2025-11-24,2025-11-28
BATATA                   ,INGLESA             ,5520,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,17-11-2025 - 21-11-2025,3,PREÇO RECEBIDO P/ PR,2.2,2025-11-17,2025-11-21
BATATA                   ,INGLESA             ,5520,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,03-11-2025 - 07-11-2025,1,PREÇO RECEBIDO P/ PR,2.4,2025-11-03,2025-11-07
BATATA                   ,INGLESA             ,5520,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,10-11-2025 - 14-11-2025,2,PREÇO RECEBIDO P/ PR,2.4,2025-11-10,2025-11-14
BATATA                   ,INGLESA             ,5520,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,12,08-12-2025 - 12-12-2025,2,PREÇO RECEBIDO P/ PR,2.2,2025-12-08,2025-12-12
BATATA                   ,INGLESA             ,5520,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,12,15-12-2025 - 19-12-2025,3,PREÇO RECEBIDO P/ PR,2.0,2025-12-15,2025-12-19
BATATA                   ,INGLESA             ,5520,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,12,01-12-2025 - 05-12-2025,1,PREÇO RECEBIDO P/ PR,2.0,2025-12-01,2025-12-05
BATATA                   ,INGLESA             ,5520,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,12,29-12-2025 - 02-01-2026,5,PREÇO RECEBIDO P/ PR,2.4,2025-12-29,2026-01-02
BATATA                   ,INGLESA             ,5520,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,12,22-12-2025 - 26-12-2025,4,PREÇO RECEBIDO P/ PR,2.4,2025-12-22,2025-12-26
BIM                      ,750 BR 750 G/KG TRIC,3983,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,28-07-2025 - 01-08-2025,5,PREÇO PAGO PELO PROD,290.0,2025-07-28,2025-08-01
BIM                      ,750 BR 750 G/KG TRIC,3983,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,21-07-2025 - 25-07-2025,4,PREÇO PAGO PELO PROD,290.0,2025-07-21,2025-07-25
BIM                      ,750 BR 750 G/KG TRIC,3983,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,14-07-2025 - 18-07-2025,3,PREÇO PAGO PELO PROD,290.0,2025-07-14,2025-07-18
BIM                      ,750 BR 750 G/KG TRIC,3983,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,07-07-2025 - 11-07-2025,2,PREÇO PAGO PELO PROD,290.0,2025-07-07,2025-07-11
BIM                      ,750 BR 750 G/KG TRIC,3983,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,30-06-2025 - 04-07-2025,1,PREÇO PAGO PELO PROD,290.0,2025-06-30,2025-07-04
BIM                      ,750 BR 750 G/KG TRIC,3983,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,03-11-2025 - 07-11-2025,1,PREÇO PAGO PELO PROD,290.0,2025-11-03,2025-11-07
BIM                      ,750 BR 750 G/KG TRIC,3983,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,10-11-2025 - 14-11-2025,2,PREÇO PAGO PELO PROD,290.0,2025-11-10,2025-11-14
BIM                      ,750 BR 750 G/KG TRIC,3983,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,17-11-2025 - 21-11-2025,3,PREÇO PAGO PELO PROD,290.0,2025-11-17,2025-11-21
BIM                      ,750 BR 750 G/KG TRIC,3983,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,24-11-2025 - 28-11-2025,4,PREÇO PAGO PELO PROD,290.0,2025-11-24,2025-11-28
BRILHANTE                ,SL 215 + 420 G/L MET,13420,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,07-07-2025 - 11-07-2025,2,PREÇO PAGO PELO PROD,24.5,2025-07-07,2025-07-11
BRILHANTE                ,SL 215 + 420 G/L MET,13420,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,28-07-2025 - 01-08-2025,5,PREÇO PAGO PELO PROD,24.5,2025-07-28,2025-08-01
BRILHANTE                ,SL 215 + 420 G/L MET,13420,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,21-07-2025 - 25-07-2025,4,PREÇO PAGO PELO PROD,24.5,2025-07-21,2025-07-25
BRILHANTE                ,SL 215 + 420 G/L MET,13420,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,14-07-2025 - 18-07-2025,3,PREÇO PAGO PELO PROD,24.5,2025-07-14,2025-07-18
BRILHANTE                ,SL 215 + 420 G/L MET,13420,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,30-06-2025 - 04-07-2025,1,PREÇO PAGO PELO PROD,24.5,2025-06-30,2025-07-04
BRILHANTE                ,SL 215 + 420 G/L MET,13420,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,03-11-2025 - 07-11-2025,1,PREÇO PAGO PELO PROD,24.5,2025-11-03,2025-11-07
BRILHANTE                ,SL 215 + 420 G/L MET,13420,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,24-11-2025 - 28-11-2025,4,PREÇO PAGO PELO PROD,24.5,2025-11-24,2025-11-28
BRILHANTE                ,SL 215 + 420 G/L MET,13420,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,17-11-2025 - 21-11-2025,3,PREÇO PAGO PELO PROD,24.5,2025-11-17,2025-11-21
BRILHANTE                ,SL 215 + 420 G/L MET,13420,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,10-11-2025 - 14-11-2025,2,PREÇO PAGO PELO PROD,24.5,2025-11-10,2025-11-14
CARRETA GRANELEIRA       ,12 TONELADAS        ,11164,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,28-07-2025 - 01-08-2025,5,PREÇO PAGO PELO PROD,92000.0,2025-07-28,2025-08-01
CARRETA GRANELEIRA       ,12 TONELADAS        ,11164,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,30-06-2025 - 04-07-2025,1,PREÇO PAGO PELO PROD,92000.0,2025-06-30,2025-07-04
CARRETA GRANELEIRA       ,12 TONELADAS        ,11164,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,07-07-2025 - 11-07-2025,2,PREÇO PAGO PELO PROD,92000.0,2025-07-07,2025-07-11
CARRETA GRANELEIRA       ,12 TONELADAS        ,11164,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,14-07-2025 - 18-07-2025,3,PREÇO PAGO PELO PROD,92000.0,2025-07-14,2025-07-18
CARRETA GRANELEIRA       ,12 TONELADAS        ,11164,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,21-07-2025 - 25-07-2025,4,PREÇO PAGO PELO PROD,92000.0,2025-07-21,2025-07-25
CARRETA GRANELEIRA       ,12 TONELADAS        ,11164,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,17-11-2025 - 21-11-2025,3,PREÇO PAGO PELO PROD,92000.0,2025-11-17,2025-11-21
CARRETA GRANELEIRA       ,12 TONELADAS        ,11164,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,03-11-2025 - 07-11-2025,1,PREÇO PAGO PELO PROD,92000.0,2025-11-03,2025-11-07
CARRETA GRANELEIRA       ,12 TONELADAS        ,11164,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,10-11-2025 - 14-11-2025,2,PREÇO PAGO PELO PROD,92000.0,2025-11-10,2025-11-14
CARRETA GRANELEIRA       ,12 TONELADAS        ,11164,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,24-11-2025 - 28-11-2025,4,PREÇO PAGO PELO PROD,92000.0,2025-11-24,2025-11-28
CARRETA TANQUE           ,4.000 LITROS        ,4832,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,28-07-2025 - 01-08-2025,5,PREÇO PAGO PELO PROD,45000.0,2025-07-28,2025-08-01
CARRETA TANQUE           ,4.000 LITROS        ,4832,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,21-07-2025 - 25-07-2025,4,PREÇO PAGO PELO PROD,45000.0,2025-07-21,2025-07-25
CARRETA TANQUE           ,4.000 LITROS        ,4832,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,14-07-2025 - 18-07-2025,3,PREÇO PAGO PELO PROD,45000.0,2025-07-14,2025-07-18
CARRETA TANQUE           ,4.000 LITROS        ,4832,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,07-07-2025 - 11-07-2025,2,PREÇO PAGO PELO PROD,45000.0,2025-07-07,2025-07-11
CARRETA TANQUE           ,4.000 LITROS        ,4832,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,30-06-2025 - 04-07-2025,1,PREÇO PAGO PELO PROD,45000.0,2025-06-30,2025-07-04
CARRETA TANQUE           ,4.000 LITROS        ,4832,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,03-11-2025 - 07-11-2025,1,PREÇO PAGO PELO PROD,45000.0,2025-11-03,2025-11-07
CARRETA TANQUE           ,4.000 LITROS        ,4832,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,17-11-2025 - 21-11-2025,3,PREÇO PAGO PELO PROD,45000.0,2025-11-17,2025-11-21
CARRETA TANQUE           ,4.000 LITROS        ,4832,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,10-11-2025 - 14-11-2025,2,PREÇO PAGO PELO PROD,45000.0,2025-11-10,2025-11-14
CARRETA TANQUE           ,4.000 LITROS        ,4832,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,24-11-2025 - 28-11-2025,4,PREÇO PAGO PELO PROD,45000.0,2025-11-24,2025-11-28
CASA DE ALVENARIA P/ ADMI,NÃO INFORMADO       ,4393,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,28-07-2025 - 01-08-2025,5,PREÇO PAGO PELO PROD,,2025-07-28,2025-08-01
CASA DE ALVENARIA P/ ADMI,NÃO INFORMADO       ,4393,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,21-07-2025 - 25-07-2025,4,PREÇO PAGO PELO PROD,,2025-07-21,2025-07-25
CASA DE ALVENARIA P/ ADMI,NÃO INFORMADO       ,4393,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,14-07-2025 - 18-07-2025,3,PREÇO PAGO PELO PROD,,2025-07-14,2025-07-18
CASA DE ALVENARIA P/ ADMI,NÃO INFORMADO       ,4393,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,07-07-2025 - 11-07-2025,2,PREÇO PAGO PELO PROD,,2025-07-07,2025-07-11
CASA DE ALVENARIA P/ ADMI,NÃO INFORMADO       ,4393,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,30-06-2025 - 04-07-2025,1,PREÇO PAGO PELO PROD,,2025-06-30,2025-07-04
CASA DE ALVENARIA P/ ADMI,NÃO INFORMADO       ,4393,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,24-11-2025 - 28-11-2025,4,PREÇO PAGO PELO PROD,,2025-11-24,2025-11-28
CASA DE ALVENARIA P/ ADMI,NÃO INFORMADO       ,4393,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,17-11-2025 - 21-11-2025,3,PREÇO PAGO PELO PROD,,2025-11-17,2025-11-21
CASA DE ALVENARIA P/ ADMI,NÃO INFORMADO       ,4393,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,03-11-2025 - 07-11-2025,1,PREÇO PAGO PELO PROD,,2025-11-03,2025-11-07
CASA DE ALVENARIA P/ ADMI,NÃO INFORMADO       ,4393,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,10-11-2025 - 14-11-2025,2,PREÇO PAGO PELO PROD,,2025-11-10,2025-11-14
CASA DE ALVENARIA P/ EMPR,NÃO INFORMADO       ,4394,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,21-07-2025 - 25-07-2025,4,PREÇO PAGO PELO PROD,,2025-07-21,2025-07-25
CASA DE ALVENARIA P/ EMPR,NÃO INFORMADO       ,4394,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,07-07-2025 - 11-07-2025,2,PREÇO PAGO PELO PROD,,2025-07-07,2025-07-11
CASA DE ALVENARIA P/ EMPR,NÃO INFORMADO       ,4394,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,14-07-2025 - 18-07-2025,3,PREÇO PAGO PELO PROD,,2025-07-14,2025-07-18
CASA DE ALVENARIA P/ EMPR,NÃO INFORMADO       ,4394,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,30-06-2025 - 04-07-2025,1,PREÇO PAGO PELO PROD,,2025-06-30,2025-07-04
CASA DE ALVENARIA P/ EMPR,NÃO INFORMADO       ,4394,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,28-07-2025 - 01-08-2025,5,PREÇO PAGO PELO PROD,,2025-07-28,2025-08-01
CASA DE ALVENARIA P/ EMPR,NÃO INFORMADO       ,4394,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,10-11-2025 - 14-11-2025,2,PREÇO PAGO PELO PROD,,2025-11-10,2025-11-14
CASA DE ALVENARIA P/ EMPR,NÃO INFORMADO       ,4394,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,24-11-2025 - 28-11-2025,4,PREÇO PAGO PELO PROD,,2025-11-24,2025-11-28
CASA DE ALVENARIA P/ EMPR,NÃO INFORMADO       ,4394,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,17-11-2025 - 21-11-2025,3,PREÇO PAGO PELO PROD,,2025-11-17,2025-11-21
CASA DE ALVENARIA P/ EMPR,NÃO INFORMADO       ,4394,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,03-11-2025 - 07-11-2025,1,PREÇO PAGO PELO PROD,,2025-11-03,2025-11-07
CEBOLA                   ,NÃO INFORMADO       ,5885,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,3,24-03-2025 - 28-03-2025,4,PREÇO RECEBIDO P/ PR,4.0,2025-03-24,2025-03-28
CEBOLA                   ,NÃO INFORMADO       ,5885,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,3,17-03-2025 - 21-03-2025,3,PREÇO RECEBIDO P/ PR,3.0,2025-03-17,2025-03-21
CEBOLA                   ,NÃO INFORMADO       ,5885,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,3,10-03-2025 - 14-03-2025,2,PREÇO RECEBIDO P/ PR,3.0,2025-03-10,2025-03-14
CEBOLA                   ,NÃO INFORMADO       ,5885,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,3,03-03-2025 - 07-03-2025,1,PREÇO RECEBIDO P/ PR,3.0,2025-03-03,2025-03-07
CEBOLA                   ,NÃO INFORMADO       ,5885,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,4,14-04-2025 - 18-04-2025,3,PREÇO RECEBIDO P/ PR,3.5,2025-04-14,2025-04-18
CEBOLA                   ,NÃO INFORMADO       ,5885,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,4,31-03-2025 - 04-04-2025,1,PREÇO RECEBIDO P/ PR,3.0,2025-03-31,2025-04-04
CEBOLA                   ,NÃO INFORMADO       ,5885,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,4,07-04-2025 - 11-04-2025,2,PREÇO RECEBIDO P/ PR,3.5,2025-04-07,2025-04-11
CEBOLA                   ,NÃO INFORMADO       ,5885,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,4,21-04-2025 - 25-04-2025,4,PREÇO RECEBIDO P/ PR,3.0,2025-04-21,2025-04-25
CEBOLA                   ,NÃO INFORMADO       ,5885,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,4,28-04-2025 - 02-05-2025,5,PREÇO RECEBIDO P/ PR,3.0,2025-04-28,2025-05-02
CEBOLA                   ,NÃO INFORMADO       ,5885,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,5,12-05-2025 - 16-05-2025,2,PREÇO RECEBIDO P/ PR,3.0,2025-05-12,2025-05-16
CEBOLA                   ,NÃO INFORMADO       ,5885,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,5,26-05-2025 - 30-05-2025,4,PREÇO RECEBIDO P/ PR,3.5,2025-05-26,2025-05-30
