produto,classificao_produto,id_produto,nom_municipio,cod_ibge,uf,regiao,ano,mes,data_inicial_final_semana,semana,dsc_nivel_comercializacao,valor_produto_kg,data_inicial,data_final
TEBUCO 430 SC NORTOX     ,SC 430 G/L TRIAZOL N,13418,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,21-07-2025 - 25-07-2025,4,PREÇO PAGO PELO PROD,40.0,2025-07-21,2025-07-25
TEBUCO 430 SC NORTOX     ,SC 430 G/L TRIAZOL N,13418,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,30-06-2025 - 04-07-2025,1,PREÇO PAGO PELO PROD,40.0,2025-06-30,2025-07-04
TEBUCO 430 SC NORTOX     ,SC 430 G/L TRIAZOL N,13418,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,07-07-2025 - 11-07-2025,2,PREÇO PAGO PELO PROD,40.0,2025-07-07,2025-07-11
TEBUCO 430 SC NORTOX     ,SC 430 G/L TRIAZOL N,13418,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,14-07-2025 - 18-07-2025,3,PREÇO PAGO PELO PROD,40.0,2025-07-14,2025-07-18
TEBUCO 430 SC NORTOX     ,SC 430 G/L TRIAZOL N,13418,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,28-07-2025 - 01-08-2025,5,PREÇO PAGO PELO PROD,40.0,2025-07-28,2025-08-01
TEBUCO 430 SC NORTOX     ,SC 430 G/L TRIAZOL N,13418,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,17-11-2025 - 21-11-2025,3,PREÇO PAGO PELO PROD,40.0,2025-11-17,2025-11-21
TEBUCO 430 SC NORTOX     ,SC 430 G/L TRIAZOL N,13418,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,03-11-2025 - 07-11-2025,1,PREÇO PAGO PELO PROD,40.0,2025-11-03,2025-11-07
TEBUCO 430 SC NORTOX     ,SC 430 G/L TRIAZOL N,13418,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,10-11-2025 - 14-11-2025,2,PREÇO PAGO PELO PROD,40.0,2025-11-10,2025-11-14
TEBUCO 430 SC NORTOX     ,SC 430 G/L TRIAZOL N,13418,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,24-11-2025 - 28-11-2025,4,PREÇO PAGO PELO PROD,40.0,2025-11-24,2025-11-28
TERRA NUA                ,NÃO INFORMADO       ,8981,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,28-07-2025 - 01-08-2025,5,PREÇO PAGO PELO PROD,,2025-07-28,2025-08-01
TERRA NUA                ,NÃO INFORMADO       ,8981,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,21-07-2025 - 25-07-2025,4,PREÇO PAGO PELO PROD,,2025-07-21,2025-07-25
TERRA NUA                ,NÃO INFORMADO       ,8981,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,14-07-2025 - 18-07-2025,3,PREÇO PAGO PELO PROD,,2025-07-14,2025-07-18
TERRA NUA                ,NÃO INFORMADO       ,8981,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,07-07-2025 - 11-07-2025,2,PREÇO PAGO PELO PROD,,2025-07-07,2025-07-11
TERRA NUA                ,NÃO INFORMADO       ,8981,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,30-06-2025 - 04-07-2025,1,PREÇO PAGO PELO PROD,,2025-06-30,2025-07-04
TERRA NUA                ,NÃO INFORMADO       ,8981,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,10-11-2025 - 14-11-2025,2,PREÇO PAGO PELO PROD,,2025-11-10,2025-11-14
TERRA NUA                ,NÃO INFORMADO       ,8981,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,03-11-2025 - 07-11-2025,1,PREÇO PAGO PELO PROD,,2025-11-03,2025-11-07
TERRA NUA                ,NÃO INFORMADO       ,8981,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,24-11-2025 - 28-11-2025,4,PREÇO PAGO PELO PROD,,2025-11-24,2025-11-28
TERRA NUA                ,NÃO INFORMADO       ,8981,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,17-11-2025 - 21-11-2025,3,PREÇO PAGO PELO PROD,,2025-11-17,2025-11-21
TRANSPORTE EXTERNO       ,NÃO INFORMADO       ,6196,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,07-07-2025 - 11-07-2025,2,PREÇO PAGO PELO PROD,0.04,2025-07-07,2025-07-11
TRANSPORTE EXTERNO       ,NÃO INFORMADO       ,6196,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,30-06-2025 - 04-07-2025,1,PREÇO PAGO PELO PROD,0.04,2025-06-30,2025-07-04
TRANSPORTE EXTERNO       ,NÃO INFORMADO       ,6196,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,28-07-2025 - 01-08-2025,5,PREÇO PAGO PELO PROD,0.04,2025-07-28,2025-08-01
TRANSPORTE EXTERNO       ,NÃO INFORMADO       ,6196,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,21-07-2025 - 25-07-2025,4,PREÇO PAGO PELO PROD,0.04,2025-07-21,2025-07-25
TRANSPORTE EXTERNO       ,NÃO INFORMADO       ,6196,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,14-07-2025 - 18-07-2025,3,PREÇO PAGO PELO PROD,0.04,2025-07-14,2025-07-18
TRANSPORTE EXTERNO       ,NÃO INFORMADO       ,6196,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,24-11-2025 - 28-11-2025,4,PREÇO PAGO PELO PROD,0.04,2025-11-24,2025-11-28
TRANSPORTE EXTERNO       ,NÃO INFORMADO       ,6196,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,03-11-2025 - 07-11-2025,1,PREÇO PAGO PELO PROD,0.04,2025-11-03,2025-11-07
TRANSPORTE EXTERNO       ,NÃO INFORMADO       ,6196,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,10-11-2025 - 14-11-2025,2,PREÇO PAGO PELO PROD,0.04,2025-11-10,2025-11-14
TRANSPORTE EXTERNO       ,NÃO INFORMADO       ,6196,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,17-11-2025 - 21-11-2025,3,PREÇO PAGO PELO PROD,0.04,2025-11-17,2025-11-21
TRATOR                   ,75 4X4              ,10042,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,21-07-2025 - 25-07-2025,4,PREÇO PAGO PELO PROD,245000.0,2025-07-21,2025-07-25
TRATOR                   ,75 4X4              ,10042,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,07-07-2025 - 11-07-2025,2,PREÇO PAGO PELO PROD,245000.0,2025-07-07,2025-07-11
TRATOR                   ,75 4X4              ,10042,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,30-06-2025 - 04-07-2025,1,PREÇO PAGO PELO PROD,245000.0,2025-06-30,2025-07-04
TRATOR                   ,140 CABINADO 4X4    ,11396,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,28-07-2025 - 01-08-2025,5,PREÇO PAGO PELO PROD,700000.0,2025-07-28,2025-08-01
TRATOR                   ,140 CABINADO 4X4    ,11396,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,21-07-2025 - 25-07-2025,4,PREÇO PAGO PELO PROD,700000.0,2025-07-21,2025-07-25
TRATOR                   ,140 CABINADO 4X4    ,11396,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,07-07-2025 - 11-07-2025,2,PREÇO PAGO PELO PROD,700000.0,2025-07-07,2025-07-11
TRATOR                   ,140 CABINADO 4X4    ,11396,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,30-06-2025 - 04-07-2025,1,PREÇO PAGO PELO PROD,700000.0,2025-06-30,2025-07-04
TRATOR                   ,75 4X4              ,10042,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,28-07-2025 - 01-08-2025,5,PREÇO PAGO PELO PROD,245000.0,2025-07-28,2025-08-01
TRATOR                   ,75 4X4              ,10042,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,14-07-2025 - 18-07-2025,3,PREÇO PAGO PELO PROD,245000.0,2025-07-14,2025-07-18
TRATOR                   ,140 CABINADO 4X4    ,11396,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,14-07-2025 - 18-07-2025,3,PREÇO PAGO PELO PROD,700000.0,2025-07-14,2025-07-18
TRATOR                   ,75 4X4              ,10042,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,17-11-2025 - 21-11-2025,3,PREÇO PAGO PELO PROD,245000.0,2025-11-17,2025-11-21
TRATOR                   ,75 4X4              ,10042,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,03-11-2025 - 07-11-2025,1,PREÇO PAGO PELO PROD,245000.0,2025-11-03,2025-11-07
TRATOR                   ,140 CABINADO 4X4    ,11396,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,24-11-2025 - 28-11-2025,4,PREÇO PAGO PELO PROD,700000.0,2025-11-24,2025-11-28
TRATOR                   ,140 CABINADO 4X4    ,11396,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,17-11-2025 - 21-11-2025,3,PREÇO PAGO PELO PROD,700000.0,2025-11-17,2025-11-21
TRATOR                   ,75 4X4              ,10042,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,10-11-2025 - 14-11-2025,2,PREÇO PAGO PELO PROD,245000.0,2025-11-10,2025-11-14
TRATOR                   ,140 CABINADO 4X4    ,11396,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,10-11-2025 - 14-11-2025,2,PREÇO PAGO PELO PROD,700000.0,2025-11-10,2025-11-14
TRATOR                   ,140 CABINADO 4X4    ,11396,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,03-11-2025 - 07-11-2025,1,PREÇO PAGO PELO PROD,700000.0,2025-11-03,2025-11-07
TRATOR                   ,75 4X4              ,10042,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,24-11-2025 - 28-11-2025,4,PREÇO PAGO PELO PROD,245000.0,2025-11-24,2025-11-28
TRATORISTA SEM ENCARGOS  ,NÃO INFORMADO       ,9253,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,21-07-2025 - 25-07-2025,4,PREÇO PAGO PELO PROD,,2025-07-21,2025-07-25
TRATORISTA SEM ENCARGOS  ,NÃO INFORMADO       ,9253,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,28-07-2025 - 01-08-2025,5,PREÇO PAGO PELO PROD,,2025-07-28,2025-08-01
TRATORISTA SEM ENCARGOS  ,NÃO INFORMADO       ,9253,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,14-07-2025 - 18-07-2025,3,PREÇO PAGO PELO PROD,,2025-07-14,2025-07-18
TRATORISTA SEM ENCARGOS  ,NÃO INFORMADO       ,9253,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,07-07-2025 - 11-07-2025,2,PREÇO PAGO PELO PROD,,2025-07-07,2025-07-11
TRATORISTA SEM ENCARGOS  ,NÃO INFORMADO       ,9253,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,30-06-2025 - 04-07-2025,1,PREÇO PAGO PELO PROD,,2025-06-30,2025-07-04
TRATORISTA SEM ENCARGOS  ,NÃO INFORMADO       ,9253,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,10-11-2025 - 14-11-2025,2,PREÇO PAGO PELO PROD,,2025-11-10,2025-11-14
TRATORISTA SEM ENCARGOS  ,NÃO INFORMADO       ,9253,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,03-11-2025 - 07-11-2025,1,PREÇO PAGO PELO PROD,,2025-11-03,2025-11-07
TRATORISTA SEM ENCARGOS  ,NÃO INFORMADO       ,9253,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,17-11-2025 - 21-11-2025,3,PREÇO PAGO PELO PROD,,2025-11-17,2025-11-21
TRATORISTA SEM ENCARGOS  ,NÃO INFORMADO       ,9253,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,24-11-2025 - 28-11-2025,4,PREÇO PAGO PELO PROD,,2025-11-24,2025-11-28
TRIGO                    ,"PÃO, PH 78, TIPO 1  ",11153,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,3,17-03-2025 - 21-03-2025,3,PREÇO RECEBIDO P/ PR,1.67,2025-03-17,2025-03-21
TRIGO                    ,"PÃO, PH 78, TIPO 1  ",11153,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,3,10-03-2025 - 14-03-2025,2,PREÇO RECEBIDO P/ PR,1.67,2025-03-10,2025-03-14
TRIGO                    ,"PÃO, PH 78, TIPO 1  ",11153,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,3,24-03-2025 - 28-03-2025,4,PREÇO RECEBIDO P/ PR,1.67,2025-03-24,2025-03-28
TRIGO                    ,"PÃO, PH 78, TIPO 1  ",11153,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,3,03-03-2025 - 07-03-2025,1,PREÇO RECEBIDO P/ PR,1.7,2025-03-03,2025-03-07
TRIGO                    ,"PÃO, PH 78, TIPO 1  ",11153,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,4,14-04-2025 - 18-04-2025,3,PREÇO RECEBIDO P/ PR,1.67,2025-04-14,2025-04-18
TRIGO                    ,"PÃO, PH 78, TIPO 1  ",11153,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,4,31-03-2025 - 04-04-2025,1,PREÇO RECEBIDO P/ PR,1.67,2025-03-31,2025-04-04
TRIGO                    ,"PÃO, PH 78, TIPO 1  ",11153,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,4,07-04-2025 - 11-04-2025,2,PREÇO RECEBIDO P/ PR,1.67,2025-04-07,2025-04-11
TRIGO                    ,"PÃO, PH 78, TIPO 1  ",11153,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,4,28-04-2025 - 02-05-2025,5,PREÇO RECEBIDO P/ PR,1.67,2025-04-28,2025-05-02
TRIGO                    ,"PÃO, PH 78, TIPO 1  ",11153,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,4,21-04-2025 - 25-04-2025,4,PREÇO RECEBIDO P/ PR,1.67,2025-04-21,2025-04-25
TRIGO                    ,"PÃO, PH 78, TIPO 1  ",11153,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,5,05-05-2025 - 09-05-2025,1,PREÇO RECEBIDO P/ PR,1.67,2025-05-05,2025-05-09
TRIGO                    ,"PÃO, PH 78, TIPO 1  ",11153,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,14-07-2025 - 18-07-2025,3,PREÇO RECEBIDO P/ PR,1.3,2025-07-14,2025-07-18
TRIGO                    ,"PÃO, PH 78, TIPO 1  ",11153,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,28-07-2025 - 01-08-2025,5,PREÇO RECEBIDO P/ PR,1.3,2025-07-28,2025-08-01
TRIGO                    ,"PÃO, PH 78, TIPO 1  ",11153,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,07-07-2025 - 11-07-2025,2,PREÇO RECEBIDO P/ PR,1.42,2025-07-07,2025-07-11
TRIGO                    ,"PÃO, PH 78, TIPO 1  ",11153,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,21-07-2025 - 25-07-2025,4,PREÇO RECEBIDO P/ PR,1.3,2025-07-21,2025-07-25
TRIGO                    ,"PÃO, PH 78, TIPO 1  ",11153,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,30-06-2025 - 04-07-2025,1,PREÇO RECEBIDO P/ PR,1.42,2025-06-30,2025-07-04
TRIGO                    ,"PÃO, PH 78, TIPO 1  ",11153,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,8,25-08-2025 - 29-08-2025,4,PREÇO RECEBIDO P/ PR,1.34,2025-08-25,2025-08-29
TRIGO                    ,"PÃO, PH 78, TIPO 1  ",11153,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,8,18-08-2025 - 22-08-2025,3,PREÇO RECEBIDO P/ PR,1.34,2025-08-18,2025-08-22
TRIGO                    ,"PÃO, PH 78, TIPO 1  ",11153,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,8,11-08-2025 - 15-08-2025,2,PREÇO RECEBIDO P/ PR,1.3,2025-08-11,2025-08-15
TRIGO                    ,"PÃO, PH 78, TIPO 1  ",11153,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,8,04-08-2025 - 08-08-2025,1,PREÇO RECEBIDO P/ PR,1.3,2025-08-04,2025-08-08
TRIGO                    ,"PÃO, PH 78, TIPO 1  ",11153,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,9,08-09-2025 - 12-09-2025,2,PREÇO RECEBIDO P/ PR,1.3,2025-09-08,2025-09-12
TRIGO                    ,"PÃO, PH 78, TIPO 1  ",11153,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,9,22-09-2025 - 26-09-2025,4,PREÇO RECEBIDO P/ PR,1.3,2025-09-22,2025-09-26
TRIGO                    ,"PÃO, PH 78, TIPO 1  ",11153,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,9,15-09-2025 - 19-09-2025,3,PREÇO RECEBIDO P/ PR,1.31,2025-09-15,2025-09-19
TRIGO                    ,"PÃO, PH 78, TIPO 1  ",11153,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,9,01-09-2025 - 05-09-2025,1,PREÇO RECEBIDO P/ PR,1.32,2025-09-01,2025-09-05
TRIGO                    ,"PÃO, PH 78, TIPO 1  ",11153,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,10,06-10-2025 - 10-10-2025,2,PREÇO RECEBIDO P/ PR,1.3,2025-10-06,2025-10-10
TRIGO                    ,"PÃO, PH 78, TIPO 1  ",11153,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,10,20-10-2025 - 24-10-2025,4,PREÇO RECEBIDO P/ PR,1.3,2025-10-20,2025-10-24
TRIGO                    ,"PÃO, PH 78, TIPO 1  ",11153,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,10,27-10-2025 - 31-10-2025,5,PREÇO RECEBIDO P/ PR,1.3,2025-10-27,2025-10-31
TRIGO                    ,"PÃO, PH 78, TIPO 1  ",11153,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,10,29-09-2025 - 03-10-2025,1,PREÇO RECEBIDO P/ PR,1.3,2025-09-29,2025-10-03
TRIGO                    ,"PÃO, PH 78, TIPO 1  ",11153,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,10,13-10-2025 - 17-10-2025,3,PREÇO RECEBIDO P/ PR,1.25,2025-10-13,2025-10-17
TRIGO                    ,"PÃO, PH 78, TIPO 1  ",11153,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,17-11-2025 - 21-11-2025,3,PREÇO RECEBIDO P/ PR,1.25,2025-11-17,2025-11-21
TRIGO                    ,"PÃO, PH 78, TIPO 1  ",11153,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,10-11-2025 - 14-11-2025,2,PREÇO RECEBIDO P/ PR,1.25,2025-11-10,2025-11-14
TRIGO                    ,"PÃO, PH 78, TIPO 1  ",11153,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,03-11-2025 - 07-11-2025,1,PREÇO RECEBIDO P/ PR,1.25,2025-11-03,2025-11-07
TRIGO                    ,"PÃO, PH 78, TIPO 1  ",11153,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,24-11-2025 - 28-11-2025,4,PREÇO RECEBIDO P/ PR,1.3,2025-11-24,2025-11-28
TRIGO                    ,"PÃO, PH 78, TIPO 1  ",11153,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,12,22-12-2025 - 26-12-2025,4,PREÇO RECEBIDO P/ PR,1.3,2025-12-22,2025-12-26
TRIGO                    ,"PÃO, PH 78, TIPO 1  ",11153,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,12,15-12-2025 - 19-12-2025,3,PREÇO RECEBIDO P/ PR,1.3,2025-12-15,2025-12-19
TRIGO                    ,"PÃO, PH 78, TIPO 1  ",11153,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,12,01-12-2025 - 05-12-2025,1,PREÇO RECEBIDO P/ PR,1.3,2025-12-01,2025-12-05
TRIGO                    ,"PÃO, PH 78, TIPO 1  ",11153,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,12,08-12-2025 - 12-12-2025,2,PREÇO RECEBIDO P/ PR,1.3,2025-12-08,2025-12-12
UREIA                    ,NÃO INFORMADO       ,4579,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,21-07-2025 - 25-07-2025,4,PREÇO PAGO PELO PROD,3.69,2025-07-21,2025-07-25
UREIA                    ,NÃO INFORMADO       ,4579,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,28-07-2025 - 01-08-2025,5,PREÇO PAGO PELO PROD,3.69,2025-07-28,2025-08-01
UREIA                    ,NÃO INFORMADO       ,4579,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,07-07-2025 - 11-07-2025,2,PREÇO PAGO PELO PROD,3.69,2025-07-07,2025-07-11
UREIA                    ,NÃO INFORMADO       ,4579,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,14-07-2025 - 18-07-2025,3,PREÇO PAGO PELO PROD,3.69,2025-07-14,2025-07-18
UREIA                    ,NÃO INFORMADO       ,4579,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,30-06-2025 - 04-07-2025,1,PREÇO PAGO PELO PROD,3.69,2025-06-30,2025-07-04
UREIA                    ,NÃO INFORMADO       ,4579,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,10-11-2025 - 14-11-2025,2,PREÇO PAGO PELO PROD,3.45,2025-11-10,2025-11-14
UREIA                    ,NÃO INFORMADO       ,4579,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,24-11-2025 - 28-11-2025,4,PREÇO PAGO PELO PROD,3.45,2025-11-24,2025-11-28
UREIA                    ,NÃO INFORMADO       ,4579,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,17-11-2025 - 21-11-2025,3,PREÇO PAGO PELO PROD,3.45,2025-11-17,2025-11-21
UREIA                    ,NÃO INFORMADO       ,4579,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,03-11-2025 - 07-11-2025,1,PREÇO PAGO PELO PROD,3.45,2025-11-03,2025-11-07
